# Table name/description: "Top500 X-Pro B<30"
# Number of dimensions: 2
# For each dimension, 1 to 2: lower_bound  upper_bound  number_of_bins  wrapping
#   x1: -180.0 180.0 180 true
#   x2: -180.0 180.0 180 true
# List of table coordinates and values. (Value is last number on each line.)
-179.0 -179.0 Infinity
-179.0 -177.0 Infinity
-179.0 -175.0 Infinity
-179.0 -173.0 Infinity
-179.0 -171.0 Infinity
-179.0 -169.0 Infinity
-179.0 -167.0 Infinity
-179.0 -165.0 Infinity
-179.0 -163.0 Infinity
-179.0 -161.0 Infinity
-179.0 -159.0 Infinity
-179.0 -157.0 Infinity
-179.0 -155.0 Infinity
-179.0 -153.0 Infinity
-179.0 -151.0 Infinity
-179.0 -149.0 Infinity
-179.0 -147.0 Infinity
-179.0 -145.0 13.718606687117596
-179.0 -143.0 11.668279857816062
-179.0 -141.0 10.824645183819909
-179.0 -139.0 10.241954136445466
-179.0 -137.0 9.83809081993329
-179.0 -135.0 9.534665307511377
-179.0 -133.0 9.271190938201459
-179.0 -131.0 9.043452996630204
-179.0 -129.0 8.849761031294957
-179.0 -127.0 8.670835857857632
-179.0 -125.0 8.488532631210182
-179.0 -123.0 8.308544306631195
-179.0 -121.0 8.133706142782275
-179.0 -119.0 7.970656899799896
-179.0 -117.0 7.815001155975421
-179.0 -115.0 7.660880208813784
-179.0 -113.0 7.4967483752360256
-179.0 -111.0 7.328566695367055
-179.0 -109.0 7.165982900880247
-179.0 -107.0 7.0144774138025765
-179.0 -105.0 6.868817227052563
-179.0 -103.0 6.728099875931508
-179.0 -101.0 6.5937576395711766
-179.0 -99.0 6.463022170360038
-179.0 -97.0 6.338271351198375
-179.0 -95.0 6.220710691604139
-179.0 -93.0 6.109948535050108
-179.0 -91.0 6.005126546883353
-179.0 -89.0 5.904166216957148
-179.0 -87.0 5.80445188996719
-179.0 -85.0 5.706833339029073
-179.0 -83.0 5.612084860790994
-179.0 -81.0 5.518819765020404
-179.0 -79.0 5.429290781205261
-179.0 -77.0 5.342675608285523
-179.0 -75.0 5.258266861584474
-179.0 -73.0 5.178619973629066
-179.0 -71.0 5.107198847752454
-179.0 -69.0 5.045471041613384
-179.0 -67.0 4.995037326323531
-179.0 -65.0 4.958359929250228
-179.0 -63.0 4.937436083999381
-179.0 -61.0 4.9344161423869055
-179.0 -59.0 4.951120906876881
-179.0 -57.0 4.989367447481037
-179.0 -55.0 5.0512743111117135
-179.0 -53.0 5.138746364149569
-179.0 -51.0 5.253853856584488
-179.0 -49.0 5.396684191557683
-179.0 -47.0 5.564838226271442
-179.0 -45.0 5.755772689997407
-179.0 -43.0 5.9601331152957275
-179.0 -41.0 6.163190379276223
-179.0 -39.0 6.363827775536051
-179.0 -37.0 6.571142945547554
-179.0 -35.0 6.788532930851905
-179.0 -33.0 7.009508839436239
-179.0 -31.0 7.244726719899583
-179.0 -29.0 7.503584731726488
-179.0 -27.0 7.778926403202648
-179.0 -25.0 8.055838332220533
-179.0 -23.0 8.32098764039525
-179.0 -21.0 8.54377446399157
-179.0 -19.0 8.705575918715608
-179.0 -17.0 8.8443886840226
-179.0 -15.0 8.968619000389198
-179.0 -13.0 9.07541904420453
-179.0 -11.0 9.180515780143663
-179.0 -9.0 9.285994738986737
-179.0 -7.0 9.39170526887765
-179.0 -5.0 9.49998874114611
-179.0 -3.0 9.617646650641925
-179.0 -1.0 9.750873066664965
-179.0 1.0 9.907089424710703
-179.0 3.0 10.093431350295385
-179.0 5.0 10.321389257028285
-179.0 7.0 10.611253778680517
-179.0 9.0 11.00425704757895
-179.0 11.0 11.607385992258596
-179.0 13.0 12.922637404293265
-179.0 15.0 Infinity
-179.0 17.0 Infinity
-179.0 19.0 Infinity
-179.0 21.0 Infinity
-179.0 23.0 Infinity
-179.0 25.0 Infinity
-179.0 27.0 Infinity
-179.0 29.0 Infinity
-179.0 31.0 Infinity
-179.0 33.0 Infinity
-179.0 35.0 Infinity
-179.0 37.0 Infinity
-179.0 39.0 Infinity
-179.0 41.0 Infinity
-179.0 43.0 Infinity
-179.0 45.0 Infinity
-179.0 47.0 Infinity
-179.0 49.0 Infinity
-179.0 51.0 Infinity
-179.0 53.0 Infinity
-179.0 55.0 Infinity
-179.0 57.0 Infinity
-179.0 59.0 Infinity
-179.0 61.0 Infinity
-179.0 63.0 Infinity
-179.0 65.0 Infinity
-179.0 67.0 Infinity
-179.0 69.0 Infinity
-179.0 71.0 Infinity
-179.0 73.0 Infinity
-179.0 75.0 Infinity
-179.0 77.0 Infinity
-179.0 79.0 Infinity
-179.0 81.0 Infinity
-179.0 83.0 Infinity
-179.0 85.0 Infinity
-179.0 87.0 Infinity
-179.0 89.0 Infinity
-179.0 91.0 Infinity
-179.0 93.0 Infinity
-179.0 95.0 Infinity
-179.0 97.0 Infinity
-179.0 99.0 Infinity
-179.0 101.0 Infinity
-179.0 103.0 Infinity
-179.0 105.0 Infinity
-179.0 107.0 Infinity
-179.0 109.0 Infinity
-179.0 111.0 Infinity
-179.0 113.0 Infinity
-179.0 115.0 Infinity
-179.0 117.0 Infinity
-179.0 119.0 Infinity
-179.0 121.0 Infinity
-179.0 123.0 Infinity
-179.0 125.0 Infinity
-179.0 127.0 Infinity
-179.0 129.0 Infinity
-179.0 131.0 Infinity
-179.0 133.0 Infinity
-179.0 135.0 Infinity
-179.0 137.0 Infinity
-179.0 139.0 Infinity
-179.0 141.0 Infinity
-179.0 143.0 Infinity
-179.0 145.0 Infinity
-179.0 147.0 Infinity
-179.0 149.0 Infinity
-179.0 151.0 Infinity
-179.0 153.0 Infinity
-179.0 155.0 Infinity
-179.0 157.0 Infinity
-179.0 159.0 Infinity
-179.0 161.0 Infinity
-179.0 163.0 Infinity
-179.0 165.0 Infinity
-179.0 167.0 Infinity
-179.0 169.0 Infinity
-179.0 171.0 Infinity
-179.0 173.0 Infinity
-179.0 175.0 Infinity
-179.0 177.0 Infinity
-179.0 179.0 Infinity
-177.0 -179.0 Infinity
-177.0 -177.0 Infinity
-177.0 -175.0 Infinity
-177.0 -173.0 Infinity
-177.0 -171.0 Infinity
-177.0 -169.0 Infinity
-177.0 -167.0 Infinity
-177.0 -165.0 Infinity
-177.0 -163.0 Infinity
-177.0 -161.0 Infinity
-177.0 -159.0 Infinity
-177.0 -157.0 Infinity
-177.0 -155.0 Infinity
-177.0 -153.0 Infinity
-177.0 -151.0 Infinity
-177.0 -149.0 Infinity
-177.0 -147.0 Infinity
-177.0 -145.0 Infinity
-177.0 -143.0 12.336672943364652
-177.0 -141.0 11.044695452804579
-177.0 -139.0 10.355915325828601
-177.0 -137.0 9.912926362858864
-177.0 -135.0 9.59371609915306
-177.0 -133.0 9.339037287366335
-177.0 -131.0 9.112179146362008
-177.0 -129.0 8.915566375480974
-177.0 -127.0 8.734915490268097
-177.0 -125.0 8.550645784465583
-177.0 -123.0 8.368088764505773
-177.0 -121.0 8.192414819691182
-177.0 -119.0 8.024999475004892
-177.0 -117.0 7.862686943178698
-177.0 -115.0 7.70474512570135
-177.0 -113.0 7.53678846710198
-177.0 -111.0 7.36366687405541
-177.0 -109.0 7.196416416753786
-177.0 -107.0 7.041443660565101
-177.0 -105.0 6.895169856693384
-177.0 -103.0 6.754593085601557
-177.0 -101.0 6.621549379346985
-177.0 -99.0 6.492341802830026
-177.0 -97.0 6.3676631668414
-177.0 -95.0 6.251157243380717
-177.0 -93.0 6.142022712686404
-177.0 -91.0 6.039423683862728
-177.0 -89.0 5.941530375732387
-177.0 -87.0 5.846047814593598
-177.0 -85.0 5.753074478429732
-177.0 -83.0 5.661190785262532
-177.0 -81.0 5.570261523496224
-177.0 -79.0 5.482081047268233
-177.0 -77.0 5.397587330633165
-177.0 -75.0 5.3158588716022
-177.0 -73.0 5.239507149841169
-177.0 -71.0 5.172406416746812
-177.0 -69.0 5.11666315181553
-177.0 -67.0 5.072615725155415
-177.0 -65.0 5.041920592608747
-177.0 -63.0 5.026349323125749
-177.0 -61.0 5.0276787710904385
-177.0 -59.0 5.04734509781065
-177.0 -57.0 5.0871230322782734
-177.0 -55.0 5.149201661813612
-177.0 -53.0 5.235534211321655
-177.0 -51.0 5.347312043565906
-177.0 -49.0 5.483798028351342
-177.0 -47.0 5.64376130078704
-177.0 -45.0 5.822840556135447
-177.0 -43.0 6.0104736433590595
-177.0 -41.0 6.1993508969652655
-177.0 -39.0 6.39146245526148
-177.0 -37.0 6.596628799838415
-177.0 -35.0 6.811947604056391
-177.0 -33.0 7.040321447049792
-177.0 -31.0 7.2853990714331855
-177.0 -29.0 7.558427030669679
-177.0 -27.0 7.854867447230539
-177.0 -25.0 8.160244326124406
-177.0 -23.0 8.434996224031318
-177.0 -21.0 8.626206948141725
-177.0 -19.0 8.753143013673803
-177.0 -17.0 8.863212148459604
-177.0 -15.0 8.962625942585701
-177.0 -13.0 9.05334390988799
-177.0 -11.0 9.147313738837013
-177.0 -9.0 9.246497347856982
-177.0 -7.0 9.348971546590933
-177.0 -5.0 9.450617419437046
-177.0 -3.0 9.561566129676361
-177.0 -1.0 9.689653754274918
-177.0 1.0 9.839110662495973
-177.0 3.0 10.016216536768177
-177.0 5.0 10.230865950502753
-177.0 7.0 10.499994632762983
-177.0 9.0 10.856373587496426
-177.0 11.0 11.377702218519614
-177.0 13.0 12.346164663391603
-177.0 15.0 Infinity
-177.0 17.0 Infinity
-177.0 19.0 Infinity
-177.0 21.0 Infinity
-177.0 23.0 Infinity
-177.0 25.0 Infinity
-177.0 27.0 Infinity
-177.0 29.0 Infinity
-177.0 31.0 Infinity
-177.0 33.0 Infinity
-177.0 35.0 Infinity
-177.0 37.0 Infinity
-177.0 39.0 Infinity
-177.0 41.0 Infinity
-177.0 43.0 Infinity
-177.0 45.0 Infinity
-177.0 47.0 Infinity
-177.0 49.0 Infinity
-177.0 51.0 Infinity
-177.0 53.0 Infinity
-177.0 55.0 Infinity
-177.0 57.0 Infinity
-177.0 59.0 Infinity
-177.0 61.0 Infinity
-177.0 63.0 Infinity
-177.0 65.0 Infinity
-177.0 67.0 Infinity
-177.0 69.0 Infinity
-177.0 71.0 Infinity
-177.0 73.0 Infinity
-177.0 75.0 Infinity
-177.0 77.0 Infinity
-177.0 79.0 Infinity
-177.0 81.0 Infinity
-177.0 83.0 Infinity
-177.0 85.0 Infinity
-177.0 87.0 Infinity
-177.0 89.0 Infinity
-177.0 91.0 Infinity
-177.0 93.0 Infinity
-177.0 95.0 Infinity
-177.0 97.0 Infinity
-177.0 99.0 Infinity
-177.0 101.0 Infinity
-177.0 103.0 Infinity
-177.0 105.0 Infinity
-177.0 107.0 Infinity
-177.0 109.0 Infinity
-177.0 111.0 Infinity
-177.0 113.0 Infinity
-177.0 115.0 Infinity
-177.0 117.0 Infinity
-177.0 119.0 Infinity
-177.0 121.0 Infinity
-177.0 123.0 Infinity
-177.0 125.0 Infinity
-177.0 127.0 Infinity
-177.0 129.0 Infinity
-177.0 131.0 Infinity
-177.0 133.0 Infinity
-177.0 135.0 Infinity
-177.0 137.0 Infinity
-177.0 139.0 Infinity
-177.0 141.0 Infinity
-177.0 143.0 Infinity
-177.0 145.0 Infinity
-177.0 147.0 Infinity
-177.0 149.0 Infinity
-177.0 151.0 Infinity
-177.0 153.0 Infinity
-177.0 155.0 Infinity
-177.0 157.0 Infinity
-177.0 159.0 Infinity
-177.0 161.0 Infinity
-177.0 163.0 Infinity
-177.0 165.0 Infinity
-177.0 167.0 Infinity
-177.0 169.0 Infinity
-177.0 171.0 Infinity
-177.0 173.0 Infinity
-177.0 175.0 Infinity
-177.0 177.0 Infinity
-177.0 179.0 Infinity
-175.0 -179.0 Infinity
-175.0 -177.0 Infinity
-175.0 -175.0 Infinity
-175.0 -173.0 Infinity
-175.0 -171.0 Infinity
-175.0 -169.0 Infinity
-175.0 -167.0 Infinity
-175.0 -165.0 Infinity
-175.0 -163.0 Infinity
-175.0 -161.0 Infinity
-175.0 -159.0 Infinity
-175.0 -157.0 Infinity
-175.0 -155.0 Infinity
-175.0 -153.0 Infinity
-175.0 -151.0 Infinity
-175.0 -149.0 Infinity
-175.0 -147.0 Infinity
-175.0 -145.0 Infinity
-175.0 -143.0 12.468361834564819
-175.0 -141.0 11.222678994716587
-175.0 -139.0 10.465285878350493
-175.0 -137.0 9.990132039105358
-175.0 -135.0 9.653680793655292
